@relation 'train_Egokituta-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.instance.Randomize-S1-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.attribute.Reorder-R2-last,1'

@attribute etiqueta {DESC,ENTY,ABBR,HUM,NUM,LOC}
@attribute text string

@data
ENTY,'What animal occurs in Spielberg s  Jaws  '
NUM,'When did the Jurassic Period end '
ENTY,'What words in the English have two u s back to back '
ENTY,'What hymn did John Steinbeck get his title The Grapes of Wrath from '
ENTY,'What did 8 '
ENTY,'What then-derogatory term was applied to the painters Monet '
DESC,'What are people doing to help prevent the extinction of birds '
LOC,'Where have the most dinosaur remains been found '
DESC,'What are the environmental influences on plant genetics '
HUM,'What New Orleans D.A. claimed :  My staff and I solved the assassination weeks ago  '
NUM,'What is the size of the largest akita '
HUM,'Which classical Spanish writer said  All that glitters is not gold  '
NUM,'When did swimming become commonplace '
HUM,'Who is the director of intergovernmental affairs for the San Diego county '
LOC,'What is the website for the USA journal '
HUM,'Who portrayed Maggio in the film From Here to Eternity '
HUM,'Who died with more than 1 '
ENTY,'What is the name of Jamiroquai new album '
HUM,'Who was the first President to appoint a woman to head a cabinet '
ENTY,'What product is for kids '
NUM,'How many gallons of paint does it take to paint the Golden Gate Bridge '
HUM,'Who wrote Brave New World '
LOC,'Where can I find the status of my tax return '
ENTY,'What is the only gland in humans that can regenerate itself '
HUM,'What is Li l Abner s last name '
HUM,'What wild and crazy guy wrote a book called Cruel Shoes '
NUM,'How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie '
HUM,'What famous film and TV cowboy lent his name to a fast food chain '
HUM,'Who won a Pulitzer Prize for his novel The Caine Mutiny '
NUM,'What is the estimated total U.S. whitetail deer population '
ENTY,'What is a fear of robbers '
HUM,'Who painted the Sistine Chapel '
ENTY,'What are the four natural aids used in riding a horse '
ABBR,'What does snafu stand for '
ENTY,'What six words follow the line :  From a jack to a king.. .  '
LOC,'What is the largest museum in the world '
HUM,'Who was the star witness at the Senate Watergate hearings '
LOC,'What Asian country has a bill of rights for cows '
DESC,'Why do many Native American students not complete college '
ENTY,'What  magic  does Mandrake employ '
LOC,'What country and western singer is known as The Silver Fox '
ENTY,'Ray Charles plays which instrument '
ENTY,'What Grand Slam golf tournament wasn t held between 1940 and 1945 '
DESC,'How does marl form and what mineral does it contain '
NUM,'How much would a black-and-white 1-cent stamp be worth '
NUM,'How much folic acid should a pregnant woman get each day '
LOC,'Where can I get mailing lists '
ENTY,'What song put James Taylor in the limelight '
HUM,'What is Michael Jackson s father s name '
ENTY,'What is November s birthstone '
HUM,'Who killed Gandhi '
DESC,'What is the difference between the Koran and The Bible '
HUM,'Who domesticated the wild turkey '
ENTY,'What four forms does gold occur in '
LOC,'Where can I find examples of legal cases about the Individuals with Disabilities Education Act '
DESC,'What is the meaning of the name Ella '
HUM,'Who was Santos-Dumont '
DESC,'What s the origin of the word  news  '
NUM,'How many different kinds of ice cream are there '
HUM,'Name of heroine in  Scruples  '
NUM,'When did Fraze get his first patent for the pull-tab can '
LOC,'What city is sometimes called The Athens of Switzerland '
ENTY,'What film or films has Jude Law appeared in '
DESC,'Why are ice cream sundaes called sundaes '
NUM,'What was the death toll at the eruption of Mount Pinatubo '
DESC,'How do I change a file from an ART file to a JPEG or Bitmap file '
LOC,'What state is Niagara Falls located in '
NUM,'How many feet high is the hurdle in front of a runner s steeplechase water jump '
HUM,'What s the name of the actress who starred in the movie '
LOC,'What African country was founded by freed American slaves in 1847 '
ENTY,'What does a resurrectionist steal '
HUM,'Whose cupboard was bare '
DESC,'What is form drag '
HUM,'Who starred in Singing in the Rain and The Singing Nun '
NUM,'How loud is thunder '
ENTY,'What animal has the biggest eyes '
DESC,'What is the difference between ninjitsu and kung fu '
ENTY,'What TV series featured Neal '
NUM,'When did they canonize the Bible '
DESC,'What is the biblical meaning of  stones  '
NUM,'How much did a McDonald s hamburger cost in 1963 '
DESC,'What caused Shea & Gould to close their L.A. office '
ENTY,'What was the first TV set to include a remote control '
NUM,'How many years ago did the ship Titanic sink '
ENTY,'What is a female rabbit called '
HUM,'What American poet wrote :  Good fences make good neighbors  '
DESC,'What is ethylene '
ENTY,'What are the Cleveland Indians also called '
LOC,'What populous state covers 49 '
ABBR,'What does S.O.S. stand for '
DESC,'How can I find out how much it costs to raise a baby for six months '
DESC,'How is Answers.com different from KnowPost.com '
LOC,'What are all the southern states of the United States '
LOC,'What building built in 18 contains 327 miles of book shelves '
LOC,'What U.S. state is Fort Knox in '
HUM,'Who is Barbara Jordan '
LOC,'What country boasts the southernmost point in continental Europe '
DESC,'How do telephones work '
DESC,'How come light bulbs go out '
ABBR,'What does JESSICA mean '
HUM,'Rotary engines were manufactured by which company '
HUM,'What actor said in A Day at the Races :  Either he s dead or my watch has stopped  '
ENTY,'What Tom Wolfe book is about the Mercury astronauts '
NUM,'What is the horsepower of the shuttle boosters '
NUM,'How many feet are there in a fathom '
HUM,'Who invented the paper clip '
NUM,'How many innings are there in a regulation softball game '
DESC,'What makes popcorn pop '
DESC,'What are some interesting facts and information about dogsledding '
LOC,'What country would you visit to ski in the Dolomites '
LOC,'Where is the Orange Bowl '
DESC,'What effect does LSD have on the brain '
NUM,'How many Americans fought for the British in the American Revolution '
ENTY,'What is a fear of drinking '
DESC,'How do they get Teflon to stick to the pan '
DESC,'What were the first words spoken on a film sound track '
NUM,'When is the Thai New Year '
ENTY,'What is the most common kind of skin cancer in the U.S. '
DESC,'What is the spectrum of a sine wave '
ENTY,'What is the only animal that can turn its stomach inside out '
DESC,'How do you send a movie transcript to Hollywood so that it can be produced into a film '
HUM,'What are the top ten most common girl names in the US '
NUM,'What is the temperature today '
HUM,'What is an example of a famous rock band from the sixties '
ENTY,'What s played at Wembley Stadium '
HUM,'What fruit-topped actress was known as The Brazilian Bombshell '
ENTY,'What s the dumbest domesticated animal '
DESC,'Where did the term  69  come from '
HUM,'What comedienne upstaged Dwight D. Eisenhower s first inauguration by giving birth to her first child '
DESC,'What are Christopher Marlowe s and Shakespeare s literary contributions to English literature '
DESC,'What does the name  Sheri  mean '
ENTY,'What novel has Big Brother watching '
ABBR,'What does NECROSIS mean '
ENTY,'What part of their attire were  pothooks  to cowboys of the Old West '
LOC,'What attracts tourists to Reims '
LOC,'What are some good medical sites for information '
LOC,'What is the best place to live in the world '
ENTY,'What can I use to remove the stubborn gummed labels from some diskettes '
DESC,'How do I tie dye clothes '
DESC,'How did Peabody and Sherman travel through time '
HUM,'Who succeeded Nikita Khrushchev as first secretary of the Communist Party '
ENTY,'Which sex is denied voting rights in Kuwait '
HUM,'Who was William Henry Harrison '
LOC,'What nationality is Pope John Paul II '
DESC,'How do you identify prime numbers '
DESC,'How can I find a list of '
HUM,'Who is the director of the international group called the Human Genome Organization '
NUM,'When was China s first nuclear test '
DESC,'What do economists do '
HUM,'Who was actress June Havoc s legendary sister '
LOC,'What city is the Kentucky Horse Park near '
DESC,'How do you do a bibliography with an unknown author '
DESC,'What is a disaccharide '
ENTY,'What is the term that describes a word where only one usage has been recorded in all literature '
DESC,'What is a green bog '
ENTY,'What vowel do all Esperanto nouns end in '
ABBR,'What do the letters CE stand for on so many products '
LOC,'What country lies directly south of Detroit '
NUM,'What is the average salary of a paleontologist '
ABBR,'What does LOL mean '
HUM,'Which of the following men was not married to Rita Hayworth '
HUM,'Who invented the Moog Synthesizer '
DESC,'What is habeas corpus '
DESC,'What are tonsils for '
HUM,'Who penned :  Neither a borrower nor a lender be  '
HUM,'Who is the president of Stanford University '
ENTY,'What are the 28 tenses in the English language '
LOC,'What country do the Galapagos Islands belong to '
ABBR,'What is DTMF '
ENTY,'What book was F. Scott Fitzgerald working on when he died in Hollywood in 194 '
HUM,'What British commander surrendered to George Washington at Yorktown in 1781 '
DESC,'What is troilism '
HUM,'What celebrity couple '
LOC,'The Orange Bowl is in what city '
NUM,'What s a perfect score in a gymnastics exercise '
ENTY,'What do I call the sons and daughters of my first cousins '
NUM,'How many Vietnamese were there in the Soviet Union '
ENTY,'What s the second-most-used murder weapon in the U.S. '
ENTY,'What are the various ways in which one can measure IT User Satisfaction Level '
LOC,'Where did the ukulele originate '
LOC,'What New York City landmark has 168 steps to its crown '
NUM,'What year was the first automobile manufactured '
DESC,'What is the circumorbital hematoma '
HUM,'Who won the first general election for President held in Malawi in May 1994 '
ENTY,'What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles '
ENTY,'What element '
DESC,'How did the Great Depression affect Japan s history '
DESC,'What is the difference between khaki and chino '
ENTY,'Name a medicine commonly used to combat AIDS '
DESC,'What does a red flag mean in auto racing '
DESC,'What causes asthma '
HUM,'Who made the largest cocaine seizure in Ventura County history '
HUM,'Name Alvin s brothers'
HUM,'What son of a 15-year-old Mexican girl and a half-Irish father became the world s most famous Greek '
HUM,'Who gave Abbie Hoffman his first dose of LSD '
LOC,'Name the largest country in South America .'
HUM,'What French leader sold Louisiana to the United States '
ENTY,'What shape-shifting menace did Rom come to Earth to fight '
DESC,'What is narcolepsy '
ENTY,'What is the best selling computer model ever '
LOC,'Where is the Statistical Abstract of the United States online '
DESC,'What are the benefits of home school '
DESC,'What is a hyperlink '
DESC,'What is humidity '
DESC,'What is crabgrass '
DESC,'Why are so many umbrellas black '
DESC,'What are Maid-Rites '
HUM,'Whose first presidential order was :  Let s get this goddamn thing airborne  '
NUM,'When did Charles Lindbergh die '
DESC,'What happened in the city of Dogtown in 1899 '
LOC,'Where can I get a complete listing of showtimes in my area '
ABBR,'What does IOC stand for '
ENTY,'What do penguins eat '
HUM,'Who played Emperor Palpatine in Star Wars '
NUM,'How much does it cost to have a tree planted by dialing '
ENTY,'What was the name of the orca that died of a fungal infection '
LOC,'What country imposed the Berlin Blockade in 1948 '
HUM,'Who is always trying to get the rent from Andy Capp '
NUM,'In what year was De Gaulle elected president of France '
HUM,'What was Mao '
NUM,'How long ago was the Roe vs. Wade decision by the Supreme Court '
ENTY,'What color is the eight-ball in pocket billiards '
ENTY,'What movie has made the most money '
LOC,'Where can I get a photograph of professor Randolph Quirk '
ENTY,'What s the main vegetable in vichyssoise '
ENTY,'What kind of hat does Bat Masterson wear '
LOC,'What city is the setting for Puccini s opera La Boheme '
DESC,'What is the origin of the word  tampon  '
HUM,'What President s favorite Biblical quotation was :  Come now '
NUM,'What will the California gas tax be in the year 2000 '
HUM,'Rotary engine cars were made by what company '
ENTY,'What foods contain vitamin B12 '
ENTY,'What is money made of '
DESC,'What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition '
LOC,'What state capital comes last alphabetically '
DESC,'How do you measure the heat of the sun '
DESC,'Why does a candle need a wick '
LOC,'What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe '
DESC,'Why is Microsoft s Windows 3 software so successful '
HUM,'What count did Alexandre Dumas write about '
ENTY,'What series of trials followed World War II '
ENTY,'What did Mr. Magoo flog on TV for General Electric '
NUM,'How many times has  Louie '
ENTY,'What money was used here '
HUM,'Who portrayed Renaud in Casablanca '
LOC,'Where is your corpus callosum '
HUM,'Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote  A_Tisket '
DESC,'What is the purpose of a car bra '
DESC,'What is a gas release event '
DESC,'How can I find out how much income tax is paid on Social Security income on the 1998 income tax '
ENTY,'What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia '
HUM,'Who is Henry Butler '
NUM,'How many years did Shea & Gould practice law in Los Angeles '
ENTY,'What is a fear of worms '
HUM,'What is the last name of Lucy and Linus from the Peanut s comic strip '
ENTY,'What s the biggest-selling U.S. magazine aimed at a black audience '
HUM,'Who was Picasso '
LOC,'Where do quality drinks begin '
NUM,'What will the increase be in the California gas tax by 2000 '
LOC,'Where did Gulliver find a race of tiny people '
DESC,'What type of childhood did Jules Verne have '
HUM,'When not adventuring on Rann '
NUM,'What are the unemployment statistics for the years 1965 and 1990 '
DESC,'What are the factors leading to the high teen pregnancy rate in Spartanburg '
ENTY,'What type of animal is the easiest kept pet there is '
DESC,'What is a drought '
DESC,'What is a virtual IP address '
ENTY,'What animal do buffalo wings come from '
DESC,'What does e=mc2 mean '
HUM,'What are the residents of the island of Lesbos called '
HUM,'What was Fred Astaire s dancing partner s name '
LOC,'What ocean was Amelia Earhart flying over when she disappeared '
ENTY,'What Russian novel embracing more the 5 characters is set in the Napoleonic Wars '
NUM,'How many members are in the California congressional delegation '
ENTY,'What s the sequel to Alice s Adventures in Wonderland '
NUM,'What s men s par on a 455-yard golf hole '
NUM,'How old is the universe '
ENTY,'What Italian liner was hijacked in 1985 '
LOC,'What country boasts Ismail s Palace and the Palace of King Farouk '
ENTY,'What rabbit got its name because its ears resembled those of a jackass '
LOC,'What river does the Grand Coulee Dam dam '
ENTY,'What piece of jewelry is pictured on Monopoly s Luxury Tax space '
LOC,'What famed river flows through Bagdad '
HUM,'Who is the current prime minister and president of Russia '
HUM,'Who was Camp David named for '
LOC,'What U.S. state are the Finger Lakes in '
HUM,'Who was Samuel Johnsons s friend and biographer '
DESC,'How do I check if my modem is v.9 compatible '
HUM,'What U.S. vice-president once declared :  If you ve seen one slum '
LOC,'On which Hawaiian island is Pearl Harbor '
NUM,'How many sides does an obelisk have '
ENTY,'What was introduced commercially by Bayer A.G. of Leverkusen '
ENTY,'What kind of animals were in the Paleozoic era '
NUM,'What is the approximate weight of a teaspoon of matter in a black hole '
LOC,'Where can I find out the top 1 singles '
DESC,'What is the history of Hot Wheels cars '
NUM,'When was  the Great Depression  '
HUM,'Who starred in the movie The War of the Worlds '
HUM,'What feminist wrote Sexual Politics and Flying '
ENTY,'What were millions of kids wearing on their heads in 1955 '
ENTY,'What kind of sports did they play in the years 1642-1649 '
DESC,'What can be done about snoring '
DESC,'Why are there Braille things on the ATM machines that people drive through '
NUM,'When did humans first begin to write history seriously '
HUM,'Name the Ranger who was always after Yogi Bear .'
ENTY,'What is an example of a natural acid-base indicator '
HUM,'Who was the first American citizen awarded the Albert Medal of the Society of Arts '
LOC,'What sea did the Romans call mare nostrum '
HUM,'What major league baseball team compiled the best won-lost record between 1957 and 1983 '
DESC,'What is an urban legend '
HUM,'Who was Garrett Morgan married to '
DESC,'What is a conifer '
DESC,'What does Ouija mean '
NUM,'What is the youngest age a boy or girl can have an orgasm '
DESC,'What happens to used motor oil '
LOC,'What country contains Africa s northernmost point '
ENTY,'What is Chiricahua the name of '
DESC,'Define Sinn Fein .'
HUM,'Who was Confucius '
ENTY,'What is one of the languages of the Sioux '
ENTY,'What computer operating system is on the most computers '
DESC,'How can I get a comic character I made copyrighted and published '
ENTY,'What color are the castellated walls of the Kremlin '
ENTY,'What infectious disease is the world s deadliest '
ENTY,'What disease is transmitted by the Anopheles mosquito '
HUM,'What was the nickname of Frederick I '
LOC,'What country was Kim Philby really working for '
ENTY,'What color were Ernest Hemingway s eyes '
DESC,'What is the daily requirement of folic acid for an expectant mother '
NUM,'What is the recommended weight of a 15 year-old male that is 5 '
LOC,'What U.S. state s biggest lake is Lake Sam Rayburn '
LOC,'Where is the world championship sled dog race held each February '
ENTY,'Which type of submarine was bought recently by South Korea '
ENTY,'What color beans did the ancient Romans refuse to eat '
NUM,'When was Berlin s Brandenburg gate erected '
ENTY,'What animal received royal assent as an emblem of Canada on March 24 '
ENTY,'What spice do chefs pay the most for '
ENTY,'What materials did the three little pigs use to build their houses '
HUM,'Who wrote The Look of Love after viewing Ursula Andress '
HUM,'Who is section manager for guidance and control systems at JPL '
LOC,'What is the address of the famous Mexican star  Thalia  '
NUM,'What percentage of all world tornados touch down in the US '
NUM,'When was the internal combustion engine developed '
HUM,'What major Victorian novelist spent as much time working for the post office as he did writing '
DESC,'How can you tell when figs are ripe '
DESC,'What is prepared mustard '
HUM,'What famous actress made her first appearance on stage at the age of five in the year 191 as  Baby  '
LOC,'Where can I find a world atlas map online at no charge '
DESC,'What are the Urals '
ENTY,'What s the most popular four-player game of all time '
HUM,'What s the most common surname in America '
DESC,'What is a neurosurgeon '
ENTY,'What is the term for the sum of all genetic material in a given organism '
LOC,'What is Mark McGwire s e-mail address '
LOC,'What s the closest G2 Spectrum Yellow Dwarf to Earth '
HUM,'Which two inventors invented Post-its '
NUM,'How much is Clara Peller being paid by Wendy s to say  Where s the beef  '
ENTY,'What is after death '
HUM,'What television network flogged its sports programming on Inga Nielsen s body in 197 '
DESC,'What is the difference between fatalism and determinism '
LOC,'What are the top five oil-producing countries in the world '
ENTY,'What food can I use to catch a possum '
DESC,'How does color affect a person psychologically '
HUM,'What actor starred in 1980 s Blue Lagoon '
NUM,'What is the probability that at least 2 out of 25 people will have the same birthday '
HUM,'Who was the author of  John Brown s Body  '
DESC,'What is the Hub of London '
HUM,'Who sang about Desmond and Molly Jones '
DESC,'What are the Valdez Principles '
DESC,'What is the hair style called that new military recruits receive '
LOC,'What country was first to use the airplane as a weapon of war '
HUM,'Name the various costumed personas of Dr. Henry Pym .'
ENTY,'What does Final Four refer to in the sports world '
ENTY,'What does saliva consist of '
HUM,'Who directed  Jaws  '
HUM,'What bottled-up TV character was born in Baghdad '
ENTY,'What horse did Zorro ride '
HUM,'Who played Sally Rogers on The Dick Van Dyke Show '
DESC,'Why can t ostriches fly '
DESC,'What is the difference between jazz and blues '
NUM,'How many syllables are there in a line of hendecasyllabic poetry '
HUM,'What kind of people took part in Shays  Rebellion in Massachusetts in 1787 '
HUM,'Who was the author of the famous fairy tale  Snow White and Seven Dwarfs  '
LOC,'What is the geographical center of the US including Alaska and Hawaii '
LOC,'What country did the Nile River originate in '
HUM,'What university fired Angela Davis '
NUM,'What s men s par on a 455-yard golf hole '
DESC,'What is the origin of the peace symbol '
NUM,'What is the current ticket fare from from Cairo to Barbados '
ENTY,'What are the ages in comic book lingo '
ENTY,'What football bowl game s first queen was Hallie Woods '
NUM,'What are the dimensions of an ice hockey goal '
NUM,'What is the life expectancy of an elephant '
HUM,'Which NBA players had jersey number 0 '
HUM,'What was the name of the cook on Rawhide '
LOC,'What South American city features the exclusive Copacabana Beach and Ipanema '
ENTY,'When it s time to relax '
NUM,'How old is Stevie Wonder '
ENTY,'What eating utensils are used for handicapped kids '
HUM,'Who is the leader of Brunei '
DESC,'How do I contact Answers.com direct '
ENTY,'What film featured a snarly character named Kid Shelleen '
HUM,'What is a person called that likes fire '
LOC,'What Tokyo street glitters with famed department stores and nightclubs '
NUM,'How many people died in the Vietnam war '
HUM,'Who famously rode to warn the people of Massachusetts that the British were coming '
ABBR,'What is SVHS '
DESC,'What is the difference between microprocessors & microcontrollers '
HUM,'What is the most common boy s or girl s name '
ENTY,'What race is 1 '
HUM,'What two baseball players make up the battery '
DESC,'What is Zionism '
DESC,'How is energy created '
NUM,'What are the chances of pregnacy if the penis does not penetrate the vagina '
ENTY,'What is the term for a group of geese '
DESC,'What is endometriosis '
ENTY,'What William Makepeace Thackeray novel was made into a film by Stanley Kubrick '
HUM,'What is the name of the inventor of silly putty '
ENTY,'What do camels store in their humps '
DESC,'How does the Elongated Man know a mystery is afoot '
ENTY,'What is the most heavily caffeinated soft drink '
DESC,'How do I get a complete list of all the people that are living with the last name Kilvington '
ENTY,'What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley '
DESC,'What is Candlemas Day '
LOC,'What U.S. state lived under six flags '
DESC,'What are the current immigration laws in US '
ENTY,'What 1963 Joseph L. Mankiewicz film cost $28 million '
HUM,'Who coined the term NN cyberspace  in his novel NN Neuromancer  '
HUM,'Who is the son-in-law of Sen. Everett Dirkson who was also a senator in the 70 s '
HUM,'What U.S. vice-president killed Alexander Hamilton in a duel '
DESC,'What are hook worms '
LOC,'What famed library can you reach by dialing 22-287-5 '
NUM,'What percentage of the world s plant and animal species can be found in the Amazon forests '
DESC,'How do you convert foot-pounds to foot-inches '
LOC,'What country is home to Heineken beer '
LOC,'Where is the Thomas Edison Museum '
ENTY,'What dropped 1 '
ABBR,'What does U.S.S.R. stand for '
LOC,'What North American city would you visit to see Cleopatra s Needle '
HUM,'What group kidnaped Patricia Hearst '
NUM,'How many feet more than 2 is the average height of the Great Wall of China '
NUM,'How many cherubs are there on a Trivial Pursuit board '
ENTY,'What animals do you find in the stock market '
LOC,'What country is the world s largest importer of cognac '
HUM,'Who was the first actress to appear on a postage stamp '
ENTY,'What is widely used to detect birth defects '
ENTY,'What is Nebraska s most valuable resource '
HUM,'Who wrote the song '
LOC,'What is website of the International Court of Justice '
NUM,'When did the royal wedding of Prince Andrew and Fergie take place '
ENTY,'What is the main ingredient of yogurt '
NUM,'How many were in attendance at the Last Supper '
DESC,'What is the definition of a witch '
LOC,'What two countries is Andorra nestled between '
ENTY,'What car was driven in the 199 release of  Smokey and the Bandit  '
DESC,'What are shooting stars '
ENTY,'What oldtime kids  fare did TV Guide writer Jeff Greenfield call  one of the most...subversive TV shows in American history  '
DESC,'What is the history of the hairdryer '
LOC,'Where were the 1936 Summer Olympics held '
NUM,'What is the exchange rate for Australian to American money '
ABBR,'What is DSL '
DESC,'What is ouzo '
NUM,'What is the population of Arcadia '
ENTY,'What are some tips for building a fire in a fireplace '
HUM,'Who wrote the sci-fi trilogy Foundation '
DESC,'Why does cotton get caught in belly buttons '
NUM,'How big is the Electoral College '
HUM,'Who is Desmond Tutu '
NUM,'When did French revolutionaries storm the Bastille '
HUM,'Who wrote The Red Badge of Courage '
DESC,'What is a Jake brake '
DESC,'How can I search for a word within my own webpage '
HUM,'Who was the lawyer for Randy Craft '
DESC,'What is a storm surge '
LOC,'What is the highest peak in Africa '
ENTY,'What is the fear of cockroaches called '
HUM,'Who is stationed at Camp Swampy in the comic strips '
LOC,'Where did the name Daniel originate '
LOC,'Where can I look at a perpetual calendar '
ENTY,'What is the brand name of the chemical daminozide '
NUM,'What amount of money did the Philippine ex-dictator Marcos steal from the treasury '
HUM,'Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .'
DESC,'What is meant by the term  yield to maturity  in reference to bonds '
HUM,'Who murdered Leno and Rosemary LaBianca on August 1'
DESC,'What is the nursery rhyme Rock-a-by Baby about '
DESC,'What does it mean  Rupee Depreciates  '
ENTY,'What does Playboy title its  continuing dialog on contemporary issues between Playboy and its readers  '
HUM,'Who was nicknamed The Little Corporal '
ENTY,'What stringed weapon fires a bolt '
LOC,'What was the first country to put a second woman in space '
DESC,'What is the largest variety of cactus '
HUM,'Who was the original Humpty Dumpty '
ENTY,'Madonna hocks which soft drink '
DESC,'What is La Nina '
ENTY,'What ill-fated craft was captained by Ernst Lehmann '
DESC,'What is goldenseal '
NUM,'When did Spielberg direct  Jaws  '
HUM,'What was football star Elroy Hirsch s nickname '
NUM,'How many Superbowls have the ers won '
ENTY,'Name a Sioux language .'
NUM,'How many people in America snore '
ENTY,'What soft drink held a national flavor poll in 1967 '
DESC,'What makes thunder '
HUM,'What college produced the most winning Super Bowl quarterbacks '
HUM,'Who provides telephone service in Orange County '
NUM,'How long does it take for your blood to make one complete trip through the body '
LOC,'What European city do Nicois live in '
DESC,'What is diabetes '
NUM,'How much did Lucy Van Pelt originally charge for psychiatric sessions '
ENTY,'What is a term for behavior '
ENTY,'What is the collective noun for geese '
LOC,'Where is Tufts University '
NUM,'What is the regular price '
ENTY,'What type of food makes you fat '
DESC,'What is the difference between hair and fur '
LOC,'What river flows through Vienna '
ENTY,'What do humans catch zoonose diseases from '
LOC,'What is worth seeing in Reims '
HUM,'What New York Yankee was known as The Iron Horse '
ENTY,'What does the method called  cold fusion  create '
ENTY,'What age followed the Bronze Age '
LOC,'What is a country that starts with the letter x '
ENTY,'What do you call a group of geese '
HUM,'Who does the advertizing for Frito-Lay '
LOC,'Which Latin American country is the largest '
ENTY,'What measures did Clinton take to avoid the draft '
ENTY,'What substance did Joseph Priestley name for its ability to erase pencil marks '
ENTY,'What is another term for the painful wrist syndrome '
HUM,'What artist s studio was the Bateau-Lavoir in Montmartre '
ENTY,'What was the first domesticated bird '
DESC,'What is the 401 '
ENTY,'What color tennis balls are used at Wimbledon '
HUM,'What daughter of Henry VIII and Anne Boleyn became queen of England '
LOC,'What state is Mount McKinley in '
ENTY,'What William Styron book is about a black preacher who leads a slave revolt '
DESC,'What are the cookies in Internet '
ENTY,'Name a film that has won the Golden Bear in the Berlin Film Festival '
DESC,'What s an auberge in France '
NUM,'What s the maximum number of clubs a golfer may use in a round '
ENTY,'What is Grenada s main commodity export '
DESC,'What is a bone marrow transplant meant for '
ENTY,'What kind of tree graces Lebanon s flag '
ENTY,'What s the traditional drink at the Kentucky Derby '
NUM,'How many American soldiers remain unaccounted from the Vietnam war '
ENTY,'What tragedy befell the city of Dogtown in 1899 '
HUM,'Who was the first black to be head coach of a major league pro sports team '
HUM,'What President was meant for '
HUM,'Which Doonesbury character was likely to turn into a werewolf '
HUM,'What Nobel laureate was expelled from the Philippines before the conference on East Timor '
DESC,'What are field effect transistors '
NUM,'What should the temperature be set at while baking Peachy Oat Muffins '
LOC,'What city is Logan Airport in '
ENTY,'What is a fear of strong light '
HUM,'Which police department made the largest cocaine seizure ever in Ventura County '
ENTY,'What Ernest Hemingway novel had the working title Fiesta '
LOC,'What Nevada center has been dubbed The Biggest Little City in the World '
HUM,'What U.S. university boasts the largest library '
DESC,'What did Delilah do to Samson s hair '
HUM,'Who sings the song  Drink to me with thine eyes  by Ben Johnson '
ENTY,'Which language has the most words '
LOC,'In what part of Africa is Mozambique located '
LOC,'What river is Pocahontas buried along '
NUM,'When was the Bill of Rights ratified '
LOC,'What sound does Olympia '
HUM,'In the past 8 years who have the MVP players for the NHL been '
DESC,'What is the executor in a will '
NUM,'How many miles is it from London '
HUM,'What was the real name of writer Ross Macdonald '
HUM,'Who should I call to get a tour of the New York Stock Exchange '
HUM,'What singer sings  Oh Boy  '
LOC,'What mountain range marks the border of France and Spain '
NUM,'How many points is a bullseye worth in darts '
NUM,'How many letters appear with the numbers 2 to 9 on a telephone dial '
HUM,'Who became president of the U.S. in 1789 '
NUM,'How tall is kilamanjaro '
NUM,'What year did Jack Nicklaus join the Professional Golfers Association tour '
ENTY,'What was the name of Aristotle Onassis s yacht '
DESC,'What s nature s purpose for tornadoes '
HUM,'What hockey player did Ronald Reagan joke he would swap Texas for '
ENTY,'What is the first book of the Old Testament '
NUM,'How many frames does a disk camera shoot '
ENTY,'What is the English translation for the word  caliente  '
HUM,'Who co-starred with Julie Andrews in Mary Poppins '
HUM,'Who said :  Soldiers win the battles and generals get the credit  '
DESC,'What caused the Lynmouth floods '
ABBR,'What is the correct way to abbreviate cc. at the bottom of a business letter '
ENTY,'Name a Salt Lake City newspaper .'
HUM,'Who wrote the lyrics to Porgy and Bess '
HUM,'What cigar-chewing comedian observed :  You re only as old as the woman you feel  '
HUM,'Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights '
NUM,'How big is the universe actually '
NUM,'What year did Rossetti paint  Beata Beatrix  '
DESC,'What clause in the U.S. Constitution may not be changed '
LOC,'Where can I find free piano scores for popular music '
HUM,'Woodrow Wilson served as president of what university '
LOC,'What two countries in South America are landlocked '
DESC,'Why was the L.A. office of Shea and Gould closed '
ENTY,'What kind of education would you need to become an athletic trainer for the NFL '
DESC,'What are amphibians '
HUM,'Who was President Cleveland s wife '
ENTY,'What is a fear of clouds '
LOC,'What mountain range is traversed by the highest railroad in the world '
LOC,'What city has a newspaper called The Plain Dealer '
LOC,'What desert country borders Saudi Arabia '
DESC,'What is cunnilingus '
DESC,'How do I know if I m jealous of someone '
LOC,'In what country is Lund '
ENTY,'What is the medical term for cancer of the blood '
ENTY,'What instrument is Ray Charles best known for playing '
HUM,'What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria '
NUM,'What is President Nixon s birthdate '
DESC,'How do websites like Yahoo and Excite make money '
